ensembl_gene_ID,kegg_ID
"ENSBTAG00000019093","bta:505049"
"ENSBTAG00000003372","bta:613784"
"ENSBTAG00000046394","bta:507168"
"ENSBTAG00000050208","bta:521914"
"ENSBTAG00000019125","bta:282353"
"ENSBTAG00000015155","bta:100125237"
"ENSBTAG00000002052","bta:281409"
"ENSBTAG00000012285","bta:528437"
"ENSBTAG00000032613","bta:508224"
"ENSBTAG00000021499","bta:281433"
"ENSBTAG00000019134","bta:100138147"
"ENSBTAG00000006777","bta:100125601"
"ENSBTAG00000038714","bta:787041"
"ENSBTAG00000027974","bta:407189"
"ENSBTAG00000017375","bta:767842"
"ENSBTAG00000004796","bta:615323"
"ENSBTAG00000054191","bta:337909"
"ENSBTAG00000040320","bta:520402"
"ENSBTAG00000016077","bta:506859"
"ENSBTAG00000015535","bta:532332"
"ENSBTAG00000022826","bta:615339"
"ENSBTAG00000015158","bta:534159"
"ENSBTAG00000020612","bta:505876"
"ENSBTAG00000012847","bta:613747"
"ENSBTAG00000013364","bta:517290"
"ENSBTAG00000038739","bta:616684"
"ENSBTAG00000010060","bta:516840"
"ENSBTAG00000021544","bta:512041"
"ENSBTAG00000038990","bta:781568"
"ENSBTAG00000006833","bta:511649"
"ENSBTAG00000006586","bta:507804"
"ENSBTAG00000019091","bta:768060"
"ENSBTAG00000013368","bta:504991"
"ENSBTAG00000020100","bta:617811"
"ENSBTAG00000002625","bta:529146"
"ENSBTAG00000006487","bta:533892"
"ENSBTAG00000020929","bta:525665"
"ENSBTAG00000002297","bta:282161"
"ENSBTAG00000045770","bta:100336698"
"ENSBTAG00000037555","bta:782130"
"ENSBTAG00000007828","bta:513589"
"ENSBTAG00000006868","bta:789946"
"ENSBTAG00000020739","bta:513043"
"ENSBTAG00000021162","bta:515249"
"ENSBTAG00000006486","bta:505571"
"ENSBTAG00000012621","bta:529030"
"ENSBTAG00000051805","bta:532100"
"ENSBTAG00000048444","bta:527217"
"ENSBTAG00000046089","bta:100301161"
"ENSBTAG00000025826","bta:282474"
"ENSBTAG00000019388","bta:506454"
"ENSBTAG00000053196","bta:614021"
"ENSBTAG00000015908","bta:504236"
"ENSBTAG00000001397","bta:523753"
"ENSBTAG00000049380","bta:530472"
"ENSBTAG00000012319","bta:508071"
"ENSBTAG00000046545","bta:100336730"
"ENSBTAG00000021739","bta:508734"
"ENSBTAG00000018986","bta:536628"
"ENSBTAG00000006709","bta:281355"
"ENSBTAG00000001298","bta:538785"
"ENSBTAG00000009902","bta:317748"
"ENSBTAG00000001007","bta:535541"
"ENSBTAG00000008735","bta:615419"
"ENSBTAG00000004307","bta:511223"
"ENSBTAG00000020062","bta:512610"
"ENSBTAG00000002803","bta:615528"
"ENSBTAG00000044191","bta:528068"
"ENSBTAG00000006869","bta:511990"
"ENSBTAG00000008443","bta:505690"
"ENSBTAG00000019832","bta:535376"
"ENSBTAG00000019454","bta:508197"
"ENSBTAG00000046037","bta:282479"
"ENSBTAG00000002293","bta:519694"
"ENSBTAG00000020700","bta:520210"
"ENSBTAG00000014930","bta:533378"
"ENSBTAG00000052342","bta:112441473"
"ENSBTAG00000004352","bta:512311"
"ENSBTAG00000053183","bta:337898"
"ENSBTAG00000026676","bta:618198"
"ENSBTAG00000047717","bta:506074"
"ENSBTAG00000012039","bta:537594"
"ENSBTAG00000009059","bta:506721"
"ENSBTAG00000001582","bta:525193"
"ENSBTAG00000012086","bta:533443"
"ENSBTAG00000019187","bta:515561"
"ENSBTAG00000053384","bta:509267"
"ENSBTAG00000005477","bta:512361"
"ENSBTAG00000030629","bta:510180"
"ENSBTAG00000035396","bta:539237"
"ENSBTAG00000015639","bta:523344"
"ENSBTAG00000011435","bta:534122"
"ENSBTAG00000008723","bta:534569"
"ENSBTAG00000054941","bta:101906266"
"ENSBTAG00000000579","bta:539566"
"ENSBTAG00000023333","bta:617891"
"ENSBTAG00000018688","bta:516036"
"ENSBTAG00000003525","bta:282378"
"ENSBTAG00000044112","bta:613475"
"ENSBTAG00000048574","bta:787319"
"ENSBTAG00000039261","bta:786381"
"ENSBTAG00000047315","bta:781540"
"ENSBTAG00000020698","bta:497032"
"ENSBTAG00000054251","bta:615841"
"ENSBTAG00000037770","bta:527415"
"ENSBTAG00000003479","bta:512059"
"ENSBTAG00000014900","bta:527305"
"ENSBTAG00000021730","bta:282577"
"ENSBTAG00000009206","bta:540142"
"ENSBTAG00000047169","bta:504687"
"ENSBTAG00000010858","bta:101909228"
"ENSBTAG00000040482","bta:100299745"
"ENSBTAG00000031214","bta:618409"
"ENSBTAG00000012414","bta:782545"
"ENSBTAG00000007757","bta:513577"
"ENSBTAG00000051230","bta:614153"
"ENSBTAG00000037638","bta:531981"
"ENSBTAG00000017095","bta:514906"
"ENSBTAG00000005714","bta:533219"
"ENSBTAG00000014614","bta:515610"
"ENSBTAG00000020374","bta:541228"
"ENSBTAG00000024701","bta:512818"
"ENSBTAG00000010073","bta:615679"
"ENSBTAG00000007131","bta:614548"
"ENSBTAG00000014306","bta:514520"
"ENSBTAG00000051614","bta:337908"
"ENSBTAG00000007904","bta:531057"
"ENSBTAG00000007756","bta:506610"
"ENSBTAG00000027524","bta:614015"
"ENSBTAG00000001396","bta:504694"
"ENSBTAG00000005937","bta:529246"
"ENSBTAG00000025001","bta:511479"
"ENSBTAG00000011014","bta:506758"
"ENSBTAG00000049851","bta:100296226"
"ENSBTAG00000007754","bta:338064"
"ENSBTAG00000012989","bta:509471"
"ENSBTAG00000039970","bta:337910"
"ENSBTAG00000048648","bta:782601"
"ENSBTAG00000008827","bta:523846"
"ENSBTAG00000010867","bta:541085"
"ENSBTAG00000000619","bta:525034"
"ENSBTAG00000018959","bta:534708"
"ENSBTAG00000000703","bta:493992"
"ENSBTAG00000016267","bta:281035"
"ENSBTAG00000001804","bta:787335"
"ENSBTAG00000001926","bta:530189"
"ENSBTAG00000050440","bta:337914"
"ENSBTAG00000025329","bta:613845"
"ENSBTAG00000012095","bta:533444"
"ENSBTAG00000000597","bta:282009"
"ENSBTAG00000009923","bta:506130"
"ENSBTAG00000053317","bta:613682"
"ENSBTAG00000008332","bta:504350"
"ENSBTAG00000014384","bta:613943"
"ENSBTAG00000008535","bta:540586"
"ENSBTAG00000017138","bta:613491"
"ENSBTAG00000019676","bta:281300"
"ENSBTAG00000019457","bta:614639"
"ENSBTAG00000000392","bta:534915"
"ENSBTAG00000008895","bta:533785"
"ENSBTAG00000047752","bta:104968459"
"ENSBTAG00000020355","bta:520842"
"ENSBTAG00000008096","bta:281137"
"ENSBTAG00000034827","bta:525931"
"ENSBTAG00000018245","bta:282354"
"ENSBTAG00000012234","bta:282709"
"ENSBTAG00000045861","bta:527020"
"ENSBTAG00000006493","bta:506507"
"ENSBTAG00000020713","bta:538296"
"ENSBTAG00000009743","bta:768241"
"ENSBTAG00000021217","bta:287013"
"ENSBTAG00000011315","bta:100138447"
"ENSBTAG00000009617","bta:282356"
"ENSBTAG00000002381","bta:533250"
"ENSBTAG00000038384","bta:281268"
"ENSBTAG00000016348","bta:518090"
"ENSBTAG00000047799","bta:787445"
"ENSBTAG00000011313","bta:505138"
"ENSBTAG00000007438","bta:504474"
"ENSBTAG00000031453","bta:525479"
"ENSBTAG00000000162","bta:540089"
"ENSBTAG00000054213","bta:527020"
"ENSBTAG00000002887","bta:539082"
"ENSBTAG00000051005","bta:107131476"
"ENSBTAG00000023823","bta:100847700"
"ENSBTAG00000014467","bta:524909"
"ENSBTAG00000050175","bta:107131477"
"ENSBTAG00000002389","bta:509245"
"ENSBTAG00000045779","bta:282107"
"ENSBTAG00000012735","bta:617116"
"ENSBTAG00000002404","bta:509244"
"ENSBTAG00000039425","bta:614456"
"ENSBTAG00000001644","bta:535163"
"ENSBTAG00000012736","bta:505680"
"ENSBTAG00000016028","bta:532460"
"ENSBTAG00000005614","bta:534788"
"ENSBTAG00000049722","bta:767912"
"ENSBTAG00000045744","bta:100124519"
"ENSBTAG00000016283","bta:614000"
"ENSBTAG00000013509","bta:531619"
"ENSBTAG00000013501","bta:514903"
"ENSBTAG00000001252","bta:529115"
"ENSBTAG00000000163","bta:529235"
"ENSBTAG00000010868","bta:534655"
"ENSBTAG00000017388","bta:614073"
"ENSBTAG00000038033","bta:404115"
"ENSBTAG00000037413","bta:524183"
"ENSBTAG00000012712","bta:537445"
"ENSBTAG00000013651","bta:533603"
"ENSBTAG00000008430","bta:100296398"
"ENSBTAG00000009384","bta:508521"
"ENSBTAG00000007932","bta:280814"
"ENSBTAG00000017386","bta:507125"
"ENSBTAG00000040340","bta:337915"
"ENSBTAG00000019938","bta:540948"
"ENSBTAG00000006370","bta:504735"
"ENSBTAG00000015976","bta:507057"
"ENSBTAG00000011032","bta:100125236"
"ENSBTAG00000040019","bta:540546"
"ENSBTAG00000013953","bta:281660"
"ENSBTAG00000004291","bta:540783"
"ENSBTAG00000000531","bta:529488"
"ENSBTAG00000014359","bta:506110"
"ENSBTAG00000010548","bta:527979"
"ENSBTAG00000016285","bta:414920"
"ENSBTAG00000012637","bta:515133"
"ENSBTAG00000017382","bta:539976"
"ENSBTAG00000013078","bta:104968411"
"ENSBTAG00000010785","bta:282488"
"ENSBTAG00000006961","bta:529844"
"ENSBTAG00000013275","bta:506605"
"ENSBTAG00000034140","bta:100336680"
"ENSBTAG00000009194","bta:507708"
"ENSBTAG00000002704","bta:537054"
"ENSBTAG00000016121","bta:539683"
"ENSBTAG00000006364","bta:100125876"
"ENSBTAG00000015979","bta:539038"
"ENSBTAG00000011876","bta:513807"
"ENSBTAG00000001015","bta:533562"
"ENSBTAG00000002051","bta:511889"
"ENSBTAG00000005807","bta:507899"
"ENSBTAG00000011647","bta:532560"
"ENSBTAG00000011880","bta:511654"
"ENSBTAG00000054180","bta:281964"
"ENSBTAG00000016911","bta:523030"
"ENSBTAG00000050244","bta:100124511"
"ENSBTAG00000009436","bta:513599"
"ENSBTAG00000019533","bta:613714"
"ENSBTAG00000011334","bta:506968"
"ENSBTAG00000013510","bta:534311"
"ENSBTAG00000006965","bta:506161"
"ENSBTAG00000046012","bta:523101"
"ENSBTAG00000014777","bta:513023"
"ENSBTAG00000010564","bta:533333"
"ENSBTAG00000015194","bta:618604"
"ENSBTAG00000049881","bta:509250"
"ENSBTAG00000049833","bta:767908"
"ENSBTAG00000054111","bta:101905818"
"ENSBTAG00000009826","bta:514456"
"ENSBTAG00000019467","bta:515059"
"ENSBTAG00000015375","bta:515820"
"ENSBTAG00000009435","bta:513598"
"ENSBTAG00000002706","bta:514822"
"ENSBTAG00000000819","bta:538070"
"ENSBTAG00000025148","bta:617304"
"ENSBTAG00000015522","bta:534185"
"ENSBTAG00000018395","bta:513129"
"ENSBTAG00000000845","bta:538499"
"ENSBTAG00000019468","bta:540296"
"ENSBTAG00000010256","bta:101906104"
"ENSBTAG00000032617","bta:785057"
"ENSBTAG00000022288","bta:615842"
"ENSBTAG00000013247","bta:493717"
"ENSBTAG00000012848","bta:535675"
"ENSBTAG00000013976","bta:527479"
"ENSBTAG00000008720","bta:780820"
"ENSBTAG00000007145","bta:615570"
"ENSBTAG00000026604","bta:615821"
"ENSBTAG00000002411","bta:515187"
"ENSBTAG00000035615","bta:616181"
"ENSBTAG00000015205","bta:526430"
"ENSBTAG00000037650","bta:101908132"
"ENSBTAG00000017381","bta:513034"
"ENSBTAG00000018334","bta:522566"
"ENSBTAG00000001576","bta:515475"
"ENSBTAG00000015182","bta:514624"
"ENSBTAG00000011034","bta:282141"
"ENSBTAG00000044046","bta:517059"
"ENSBTAG00000006287","bta:504967"
"ENSBTAG00000000588","bta:613942"
"ENSBTAG00000013562","bta:519018"
"ENSBTAG00000030585","bta:783180"
"ENSBTAG00000003636","bta:100125267"
"ENSBTAG00000003959","bta:539902"
"ENSBTAG00000044105","bta:506618"
"ENSBTAG00000054803","bta:337913"
"ENSBTAG00000017368","bta:287023"
"ENSBTAG00000000371","bta:777771"
"ENSBTAG00000047872","bta:539944"
"ENSBTAG00000004695","bta:520580"
"ENSBTAG00000001710","bta:533671"
"ENSBTAG00000016231","bta:360194"
"ENSBTAG00000007223","bta:512589"
"ENSBTAG00000003455","bta:516065"
"ENSBTAG00000020142","bta:510014"
"ENSBTAG00000019059","bta:511036"
"ENSBTAG00000003876","bta:536656"
"ENSBTAG00000002904","bta:613703"
"ENSBTAG00000049452","bta:614551"
"ENSBTAG00000002701","bta:537188"
"ENSBTAG00000015533","bta:616017"
"ENSBTAG00000000372","bta:506176"
"ENSBTAG00000008994","bta:505809"
"ENSBTAG00000046111","bta:100126046"
"ENSBTAG00000016988","bta:535470"
"ENSBTAG00000046160","bta:100140337"
"ENSBTAG00000002497","bta:615756"
"ENSBTAG00000007946","bta:509102"
"ENSBTAG00000007550","bta:507252"
"ENSBTAG00000040206","bta:786537"
"ENSBTAG00000017253","bta:353301"
"ENSBTAG00000009348","bta:510915"
"ENSBTAG00000034918","bta:527528"
"ENSBTAG00000020469","bta:614106"
"ENSBTAG00000020667","bta:281884"
"ENSBTAG00000001712","bta:532269"
"ENSBTAG00000014159","bta:514559"
"ENSBTAG00000016635","bta:509305"
"ENSBTAG00000009768","bta:509678"
"ENSBTAG00000017397","bta:508025"
"ENSBTAG00000020471","bta:530413"
"ENSBTAG00000004432","bta:100336905"
"ENSBTAG00000010179","bta:507881"
"ENSBTAG00000014166","bta:282342"
"ENSBTAG00000007019","bta:511618"
"ENSBTAG00000019526","bta:508881"
"ENSBTAG00000007881","bta:100139670"
"ENSBTAG00000009350","bta:100337447"
"ENSBTAG00000017367","bta:515091"
"ENSBTAG00000014700","bta:510330"
"ENSBTAG00000034196","bta:101905983"
"ENSBTAG00000017905","bta:540606"
"ENSBTAG00000000400","bta:528459"
"ENSBTAG00000004662","bta:538469"
"ENSBTAG00000006034","bta:493640"
"ENSBTAG00000009434","bta:516498"
"ENSBTAG00000006033","bta:327673"
"ENSBTAG00000013185","bta:507549"
"ENSBTAG00000018787","bta:539454"
"ENSBTAG00000000751","bta:539343"
"ENSBTAG00000007736","bta:516393"
"ENSBTAG00000010881","bta:100296237"
"ENSBTAG00000013309","bta:614310"
"ENSBTAG00000019062","bta:539601"
"ENSBTAG00000010884","bta:540361"
"ENSBTAG00000000748","bta:515057"
"ENSBTAG00000052525","bta:514560"
"ENSBTAG00000014014","bta:508501"
"ENSBTAG00000047892","bta:517463"
"ENSBTAG00000012688","bta:507306"
"ENSBTAG00000004590","bta:513428"
"ENSBTAG00000051760","bta:782892"
"ENSBTAG00000001346","bta:785714"
"ENSBTAG00000001395","bta:540784"
"ENSBTAG00000033983","bta:533199"
"ENSBTAG00000003215","bta:508404"
"ENSBTAG00000010442","bta:535887"
"ENSBTAG00000026880","bta:523073"
"ENSBTAG00000009433","bta:281646"
"ENSBTAG00000047524","bta:100848266"
"ENSBTAG00000007895","bta:514255"
"ENSBTAG00000032996","bta:518288"
"ENSBTAG00000020474","bta:515802"
"ENSBTAG00000021447","bta:100337422"
"ENSBTAG00000013357","bta:514957"
"ENSBTAG00000000803","bta:523322"
"ENSBTAG00000034501","bta:513197"
"ENSBTAG00000033078","bta:507593"
"ENSBTAG00000004834","bta:540938"
"ENSBTAG00000031548","bta:514257"
"ENSBTAG00000018438","bta:541106"
"ENSBTAG00000005708","bta:514679"
"ENSBTAG00000019975","bta:521554"
"ENSBTAG00000003087","bta:508759"
"ENSBTAG00000014053","bta:536048"
"ENSBTAG00000010188","bta:281449"
"ENSBTAG00000009432","bta:616311"
"ENSBTAG00000007144","bta:507421"
"ENSBTAG00000016640","bta:539353"
"ENSBTAG00000005210","bta:616058"
"ENSBTAG00000020475","bta:508872"
"ENSBTAG00000047834","bta:535125"
"ENSBTAG00000021857","bta:538584"
"ENSBTAG00000017884","bta:784234"
"ENSBTAG00000026016","bta:337912"
"ENSBTAG00000034033","bta:532944"
"ENSBTAG00000039440","bta:101903567"
"ENSBTAG00000015670","bta:534526"
"ENSBTAG00000030348","bta:790311"
"ENSBTAG00000005990","bta:281135"
"ENSBTAG00000005211","bta:510547"
"ENSBTAG00000004922","bta:530414"
"ENSBTAG00000005352","bta:282202"
"ENSBTAG00000009431","bta:505860"
"ENSBTAG00000015059","bta:281914"
"ENSBTAG00000008997","bta:615844"
"ENSBTAG00000007971","bta:101905743"
"ENSBTAG00000047605","bta:100337457"
"ENSBTAG00000052849","bta:112447526"
"ENSBTAG00000018517","bta:282123"
"ENSBTAG00000015557","bta:528040"
"ENSBTAG00000013720","bta:535232"
"ENSBTAG00000001364","bta:767944"
"ENSBTAG00000007473","bta:529365"
"ENSBTAG00000012982","bta:539294"
"ENSBTAG00000005808","bta:613802"
"ENSBTAG00000054887","bta:787287"
"ENSBTAG00000020048","bta:537631"
"ENSBTAG00000006667","bta:281753"
"ENSBTAG00000048171","bta:286837"
"ENSBTAG00000054544","bta:100849034"
"ENSBTAG00000052579","bta:789175"
"ENSBTAG00000018674","bta:505125"
"ENSBTAG00000012979","bta:512257"
"ENSBTAG00000012228","bta:510239"
"ENSBTAG00000018436","bta:539754"
"ENSBTAG00000046101","bta:444866"
"ENSBTAG00000006739","bta:540204"
"ENSBTAG00000010951","bta:506625"
"ENSBTAG00000039050","bta:282638"
"ENSBTAG00000002055","bta:100301148"
"ENSBTAG00000047491","bta:100337204"
"ENSBTAG00000038737","bta:539703"
"ENSBTAG00000017502","bta:507323"
"ENSBTAG00000039326","bta:520336"
"ENSBTAG00000022744","bta:531886"
"ENSBTAG00000050453","bta:101908474"
"ENSBTAG00000037784","bta:518205"
"ENSBTAG00000048927","bta:617592"
"ENSBTAG00000039513","bta:613924"
"ENSBTAG00000002298","bta:507498"
"ENSBTAG00000012505","bta:540026"
"ENSBTAG00000034597","bta:784522"
"ENSBTAG00000000313","bta:504993"
"ENSBTAG00000011672","bta:522099"
"ENSBTAG00000015636","bta:539087"
"ENSBTAG00000031402","bta:522091"
"ENSBTAG00000023529","bta:100337039"
"ENSBTAG00000018704","bta:541054"
"ENSBTAG00000006305","bta:280715"
"ENSBTAG00000010949","bta:525806"
"ENSBTAG00000034883","bta:408019"
"ENSBTAG00000053542","bta:526981"
"ENSBTAG00000019029","bta:508904"
"ENSBTAG00000049568","bta:101905775"
"ENSBTAG00000000827","bta:536532"
"ENSBTAG00000000828","bta:539360"
"ENSBTAG00000007942","bta:789894"
"ENSBTAG00000052798","bta:112446672"
"ENSBTAG00000037768","bta:281309"
"ENSBTAG00000017574","bta:404144"
"ENSBTAG00000020477","bta:539220"
"ENSBTAG00000000315","bta:524184"
"ENSBTAG00000038267","bta:615808"
"ENSBTAG00000008348","bta:785034"
"ENSBTAG00000018232","bta:519212"
"ENSBTAG00000000495","bta:768047"
"ENSBTAG00000034952","bta:783025"
"ENSBTAG00000004869","bta:281733"
"ENSBTAG00000039302","bta:521472"
"ENSBTAG00000048029","bta:281308"
"ENSBTAG00000030908","bta:510573"
"ENSBTAG00000054816","bta:112446673"
"ENSBTAG00000038506","bta:520130"
"ENSBTAG00000008783","bta:538510"
"ENSBTAG00000040197","bta:531571"
"ENSBTAG00000011667","bta:521179"
"ENSBTAG00000002973","bta:615098"
"ENSBTAG00000010349","bta:281250"
"ENSBTAG00000019027","bta:613851"
"ENSBTAG00000054360","bta:520180"
"ENSBTAG00000049391","bta:518442"
"ENSBTAG00000001250","bta:505849"
"ENSBTAG00000025167","bta:528755"
"ENSBTAG00000033679","bta:534247"
"ENSBTAG00000051081","bta:520181"
"ENSBTAG00000046235","bta:787762"
"ENSBTAG00000015230","bta:527214"
"ENSBTAG00000015569","bta:516469"
"ENSBTAG00000054136","bta:787600"
"ENSBTAG00000015818","bta:112441463"
"ENSBTAG00000050263","bta:509729"
"ENSBTAG00000012745","bta:522370"
"ENSBTAG00000014687","bta:513556"
"ENSBTAG00000020480","bta:537972"
"ENSBTAG00000019110","bta:507736"
"ENSBTAG00000026102","bta:337903"
"ENSBTAG00000012537","bta:538409"
"ENSBTAG00000019130","bta:533952"
"ENSBTAG00000011664","bta:444865"
"ENSBTAG00000051916","bta:100335484"
"ENSBTAG00000055170","bta:505481"
"ENSBTAG00000013450","bta:540409"
"ENSBTAG00000015254","bta:507188"
"ENSBTAG00000009117","bta:788561"
"ENSBTAG00000006208","bta:281603"
"ENSBTAG00000017919","bta:540891"
"ENSBTAG00000016166","bta:507184"
"ENSBTAG00000005213","bta:534811"
"ENSBTAG00000054607","bta:100296670"
"ENSBTAG00000038326","bta:508098"
"ENSBTAG00000019026","bta:540527"
"ENSBTAG00000011734","bta:510376"
"ENSBTAG00000011883","bta:517345"
"ENSBTAG00000004991","bta:505465"
"ENSBTAG00000012040","bta:515088"
"ENSBTAG00000044129","bta:407222"
"ENSBTAG00000000306","bta:522311"
"ENSBTAG00000055107","bta:767951"
"ENSBTAG00000015887","bta:539458"
"ENSBTAG00000000949","bta:510898"
"ENSBTAG00000046204","bta:100125413"
"ENSBTAG00000001321","bta:281251"
"ENSBTAG00000046732","bta:100336575"
"ENSBTAG00000008133","bta:538733"
"ENSBTAG00000048005","bta:789809"
"ENSBTAG00000013536","bta:100533481"
"ENSBTAG00000009904","bta:616438"
"ENSBTAG00000014600","bta:535017"
"ENSBTAG00000022348","bta:337896"
"ENSBTAG00000046548","bta:404124"
"ENSBTAG00000016427","bta:514295"
"ENSBTAG00000000950","bta:510899"
"ENSBTAG00000016494","bta:505716"
"ENSBTAG00000002734","bta:615695"
"ENSBTAG00000051223","bta:112444619"
"ENSBTAG00000016165","bta:535697"
"ENSBTAG00000017032","bta:527601"
"ENSBTAG00000017184","bta:784871"
"ENSBTAG00000001119","bta:616514"
"ENSBTAG00000011392","bta:510763"
"ENSBTAG00000019591","bta:787968"
"ENSBTAG00000013675","bta:786493"
"ENSBTAG00000008135","bta:613614"
"ENSBTAG00000053889","bta:403090"
"ENSBTAG00000017187","bta:533569"
"ENSBTAG00000054518","bta:104974975"
"ENSBTAG00000003387","bta:523736"
"ENSBTAG00000007195","bta:531794"
"ENSBTAG00000046937","bta:783012"
"ENSBTAG00000007194","bta:515664"
"ENSBTAG00000003202","bta:781956"
"ENSBTAG00000015771","bta:541050"
"ENSBTAG00000053463","bta:104970532"
"ENSBTAG00000019158","bta:618154"
"ENSBTAG00000049719","bta:104968576"
"ENSBTAG00000040150","bta:615941"
"ENSBTAG00000049247","bta:509369"
"ENSBTAG00000050814","bta:529891"
"ENSBTAG00000054572","bta:444864"
"ENSBTAG00000002179","bta:538758"
"ENSBTAG00000001120","bta:614661"
"ENSBTAG00000053501","bta:104968563"
"ENSBTAG00000018914","bta:506482"
"ENSBTAG00000003901","bta:353354"
"ENSBTAG00000008920","bta:510026"
"ENSBTAG00000002725","bta:511408"
"ENSBTAG00000006304","bta:337900"
"ENSBTAG00000007204","bta:522400"
"ENSBTAG00000003388","bta:523737"
"ENSBTAG00000011754","bta:616375"
"ENSBTAG00000005214","bta:518599"
"ENSBTAG00000039592","bta:526857"
"ENSBTAG00000023851","bta:615907"
"ENSBTAG00000004607","bta:511049"
"ENSBTAG00000051853","bta:513948"
"ENSBTAG00000007773","bta:282118"
"ENSBTAG00000023920","bta:538123"
"ENSBTAG00000050630","bta:404107"
"ENSBTAG00000012995","bta:504728"
"ENSBTAG00000051379","bta:506652"
"ENSBTAG00000020218","bta:533360"
"ENSBTAG00000036042","bta:784897"
"ENSBTAG00000051486","bta:530547"
"ENSBTAG00000022759","bta:337907"
"ENSBTAG00000054501","bta:782698"
"ENSBTAG00000053250","bta:784623"
"ENSBTAG00000012156","bta:510689"
"ENSBTAG00000008136","bta:326578"
"ENSBTAG00000052422","bta:107131528"
"ENSBTAG00000008167","bta:506569"
"ENSBTAG00000021442","bta:540924"
"ENSBTAG00000051815","bta:515862"
"ENSBTAG00000037539","bta:534578"
"ENSBTAG00000046380","bta:509710"
"ENSBTAG00000000625","bta:511279"
"ENSBTAG00000004964","bta:528946"
"ENSBTAG00000002085","bta:615762"
"ENSBTAG00000016497","bta:538693"
"ENSBTAG00000023157","bta:101907227"
"ENSBTAG00000001212","bta:506530"
"ENSBTAG00000005327","bta:524663"
"ENSBTAG00000011912","bta:527786"
"ENSBTAG00000002087","bta:523429"
"ENSBTAG00000010309","bta:510797"
"ENSBTAG00000010945","bta:532862"
"ENSBTAG00000013214","bta:528815"
"ENSBTAG00000012106","bta:533372"
"ENSBTAG00000032140","bta:614815"
"ENSBTAG00000039839","bta:518514"
"ENSBTAG00000004586","bta:107132045"
"ENSBTAG00000002736","bta:281119"
"ENSBTAG00000009830","bta:511885"
"ENSBTAG00000008916","bta:518833"
"ENSBTAG00000021249","bta:514735"
"ENSBTAG00000015251","bta:515282"
"ENSBTAG00000018012","bta:615702"
"ENSBTAG00000051330","bta:751808"
"ENSBTAG00000048466","bta:112444871"
"ENSBTAG00000003908","bta:507845"
"ENSBTAG00000019665","bta:281860"
"ENSBTAG00000015276","bta:507491"
"ENSBTAG00000000113","bta:505940"
"ENSBTAG00000021575","bta:526153"
"ENSBTAG00000011651","bta:520752"
"ENSBTAG00000020219","bta:508577"
"ENSBTAG00000003261","bta:618599"
"ENSBTAG00000004791","bta:507647"
"ENSBTAG00000020213","bta:532275"
"ENSBTAG00000038926","bta:523461"
"ENSBTAG00000051503","bta:107133056"
"ENSBTAG00000014653","bta:505997"
"ENSBTAG00000016218","bta:493639"
"ENSBTAG00000011011","bta:512652"
"ENSBTAG00000019525","bta:790867"
"ENSBTAG00000002123","bta:535824"
"ENSBTAG00000003952","bta:616212"
"ENSBTAG00000040257","bta:617765"
"ENSBTAG00000048737","bta:100141457"
"ENSBTAG00000013056","bta:514087"
"ENSBTAG00000031439","bta:614777"
"ENSBTAG00000051501","bta:521902"
"ENSBTAG00000008056","bta:512459"
"ENSBTAG00000014831","bta:539466"
"ENSBTAG00000014650","bta:505998"
"ENSBTAG00000014149","bta:526639"
"ENSBTAG00000019072","bta:532237"
"ENSBTAG00000051383","bta:768320"
"ENSBTAG00000014150","bta:616015"
"ENSBTAG00000052312","bta:100297617"
"ENSBTAG00000012274","bta:531522"
"ENSBTAG00000013469","bta:535629"
"ENSBTAG00000032122","bta:517359"
"ENSBTAG00000001160","bta:540374"
"ENSBTAG00000009157","bta:527615"
"ENSBTAG00000019200","bta:618574"
"ENSBTAG00000036260","bta:513264"
"ENSBTAG00000019226","bta:337902"
"ENSBTAG00000014947","bta:282333"
"ENSBTAG00000007399","bta:529148"
"ENSBTAG00000007494","bta:540904"
"ENSBTAG00000012599","bta:515125"
"ENSBTAG00000019314","bta:524531"
"ENSBTAG00000021101","bta:781302"
"ENSBTAG00000010112","bta:518569"
"ENSBTAG00000002490","bta:511291"
"ENSBTAG00000006542","bta:511736"
"ENSBTAG00000000510","bta:513049"
"ENSBTAG00000011127","bta:520924"
"ENSBTAG00000026660","bta:614227"
"ENSBTAG00000015267","bta:535442"
"ENSBTAG00000009405","bta:282102"
"ENSBTAG00000014761","bta:414350"
"ENSBTAG00000054523","bta:100299449"
"ENSBTAG00000000507","bta:528390"
"ENSBTAG00000038687","bta:522020"
"ENSBTAG00000020745","bta:509866"
"ENSBTAG00000003968","bta:785419"
"ENSBTAG00000009279","bta:533901"
"ENSBTAG00000040368","bta:507035"
"ENSBTAG00000000108","bta:530205"
"ENSBTAG00000000025","bta:616537"
"ENSBTAG00000024657","bta:529006"
"ENSBTAG00000021434","bta:319094"
"ENSBTAG00000045649","bta:768318"
"ENSBTAG00000015325","bta:100139219"
"ENSBTAG00000002534","bta:617105"
"ENSBTAG00000003836","bta:510907"
"ENSBTAG00000002492","bta:615896"
"ENSBTAG00000039732","bta:505520"
"ENSBTAG00000040567","bta:518487"
"ENSBTAG00000006541","bta:518117"
"ENSBTAG00000021568","bta:787487"
"ENSBTAG00000052989","bta:616913"
"ENSBTAG00000003624","bta:100848228"
